Volume,Centroid x,Centroid y,Centroid z,Sphericity (axes),Image size,Total image volume,Total object volume (pixels),Filling ratio,Number objects
39,10.692307692307692,79.46153846153847,42.256410256410255,0.9001134522912314,,,,,
138,12.601449275362318,63.34057971014493,49.93478260869565,0.8185376701026623,,,,,
65,14.753846153846155,16.43076923076923,118.18461538461538,0.927190969047071,,,,,
225,16.27111111111111,51.626666666666665,51.48888888888889,0.687863052578344,,,,,
36,15.277777777777779,59.166666666666664,115.5,0.8548343194855755,,,,,
84,16.845238095238095,41.20238095238095,38.214285714285715,0.8163542691116327,,,,,
63,16.41269841269841,70.06349206349206,92.74603174603175,0.8896698904491191,,,,,
65,16.16923076923077,75.21538461538462,75.6923076923077,0.869797622352677,,,,,
75,17.6,14.56,39.373333333333335,0.8548205422178841,,,,,
100,17.37,63.15,60.2,0.8947628894427309,,,,,
102,18.735294117647058,96.36274509803921,90.00980392156863,0.8764523221569422,,,,,
107,18.588785046728972,99.60747663551402,48.44859813084112,0.8203180976193716,,,,,
100,19.71,31.85,73.98,0.8381112248589747,,,,,
126,20.714285714285715,23.73015873015873,60.94444444444444,0.8582497946561416,,,,,
258,23.37984496124031,25.007751937984494,78.62015503875969,0.8020745456084516,,,,,
272,22.30514705882353,51.62132352941177,42.35294117647059,0.5605069436020935,,,,,
118,22.228813559322035,88.82203389830508,66.38135593220339,0.856271263684927,,,,,
90,21.944444444444443,101.45555555555555,38.24444444444445,0.8901324964553012,,,,,
112,23.357142857142858,93.9375,49.339285714285715,0.8609449976320952,,,,,
105,23.514285714285716,32.40952380952381,40.114285714285714,0.8382834679422576,,,,,
107,23.49532710280374,68.59813084112149,40.97196261682243,0.8505970858679607,,,,,
97,23.68041237113402,71.79381443298969,61.02061855670103,0.8674537376209845,,,,,
90,27.044444444444444,36.644444444444446,34.522222222222226,0.9115901791172402,,,,,
106,26.462264150943398,76.91509433962264,61.405660377358494,0.8521232208462145,,,,,
104,27.567307692307693,81.47115384615384,67.91346153846153,0.8856333469575824,,,,,
31,28.387096774193548,101.06451612903226,118.54838709677419,0.6733136737854146,,,,,
68,27.514705882352942,101.67647058823529,101.25,0.9229020737673537,,,,,
95,28.652631578947368,23.273684210526316,55.21052631578947,0.7884335121029805,,,,,
58,28.155172413793103,58.08620689655172,88.24137931034483,0.8787860420711744,,,,,
107,28.64485981308411,80.16822429906541,48.308411214953274,0.8219017552933839,,,,,
186,29.956989247311828,95.09677419354838,64.91397849462365,0.7281758776689308,,,,,
41,29.878048780487806,45.09756097560975,116.04878048780488,0.88591764616251,,,,,
105,30.685714285714287,110.87619047619047,35.67619047619048,0.8775272958630516,,,,,
100,32.21,48.53,47.45,0.8562048181553484,,,,,
198,33.36363636363637,37.56060606060606,39.18181818181818,0.7217935004908436,,,,,
92,32.358695652173914,67.41304347826087,84.96739130434783,0.8533929372998513,,,,,
101,34.71287128712871,61.51485148514851,45.148514851485146,0.8091304152391979,,,,,
141,35.851063829787236,23.673758865248228,54.354609929078016,0.7944676345817062,,,,,
112,35.410714285714285,62.625,62.0,0.8400571169779933,,,,,
84,35.785714285714285,92.83333333333333,100.21428571428571,0.8744192159361612,,,,,
101,36.17821782178218,91.39603960396039,41.87128712871287,0.8306307397615024,,,,,
124,37.66129032258065,95.13709677419355,53.975806451612904,0.8703042352704017,,,,,
210,40.94761904761905,78.75238095238095,40.25238095238095,0.7771494996946016,,,,,
140,39.40714285714286,47.55714285714286,43.76428571428571,0.8012734847195678,,,,,
127,39.346456692913385,101.46456692913385,55.574803149606296,0.8271814187663593,,,,,
111,40.369369369369366,39.810810810810814,49.52252252252252,0.760605901476274,,,,,
105,40.63809523809524,98.93333333333334,43.628571428571426,0.8271553589005392,,,,,
182,42.005494505494504,18.087912087912088,37.637362637362635,0.7986773634576607,,,,,
72,41.47222222222222,37.47222222222222,74.20833333333333,0.8835057428298462,,,,,
98,41.38775510204081,75.78571428571429,86.22448979591837,0.8290078770517749,,,,,
161,45.80124223602485,106.41614906832298,45.4472049689441,0.7198341410144687,,,,,
114,45.35964912280702,100.85087719298245,56.728070175438596,0.8227801400218587,,,,,
50,48.64,109.58,118.0,0.867465852994249,,,,,
111,49.648648648648646,24.35135135135135,47.612612612612615,0.8057757698817215,,,,,
32,49.28125,29.8125,54.3125,0.8540165407362008,,,,,
145,50.675862068965515,63.83448275862069,70.12413793103448,0.7820923492690073,,,,,
115,52.25217391304348,44.40869565217391,48.29565217391304,0.8053783508669673,,,,,
217,52.30875576036866,76.23502304147465,52.857142857142854,0.7704630666972506,,,,,
134,52.71641791044776,84.19402985074628,66.00746268656717,0.7472184461928553,,,,,
164,53.28048780487805,101.98780487804878,86.6951219512195,0.7648888539609627,,,,,
124,53.903225806451616,31.60483870967742,35.83870967741935,0.836658496088752,,,,,
126,53.69047619047619,57.023809523809526,66.12698412698413,0.77450154403673,,,,,
372,54.623655913978496,68.63172043010752,46.336021505376344,0.512400378837635,,,,,
118,54.720338983050844,76.44915254237289,38.55084745762712,0.7820080547887326,,,,,
36,54.80555555555556,112.55555555555556,54.083333333333336,0.7359388178605194,,,,,
241,57.7551867219917,27.904564315352697,51.6058091286307,0.5188750708215295,,,,,
125,58.608,44.584,59.488,0.7867203535081382,,,,,
210,60.61904761904762,17.080952380952382,43.352380952380955,0.8115493205588132,,,,,
133,60.278195488721806,99.84962406015038,56.849624060150376,0.7910733249800463,,,,,
112,61.651785714285715,52.544642857142854,54.419642857142854,0.8500703659928895,,,,,
158,61.79746835443038,81.42405063291139,68.63291139240506,0.7856704194864025,,,,,
218,61.76146788990825,87.31192660550458,51.80275229357798,0.7158664669220091,,,,,
183,62.26775956284153,37.85792349726776,43.557377049180324,0.5736646092986522,,,,,
77,62.37662337662338,70.77922077922078,50.324675324675326,0.7390700452945853,,,,,
33,62.21212121212121,88.18181818181819,80.48484848484848,0.8861848417735211,,,,,
63,62.6031746031746,102.06349206349206,39.20634920634921,0.6780265897476226,,,,,
