Volume,Centroid x,Centroid y,Centroid z,Sphericity (axes),Image size,Total image volume,Total object volume (pixels),Filling ratio,Number objects
300,1.36,37.02333333333333,92.25,0.7177619244598414,"(64, 128, 153)",1253376,17601,0.014042873008578432,143
525,3.841904761904762,46.80571428571429,107.52380952380952,0.7868163513956401,,,,,
30,0.7666666666666667,58.166666666666664,111.03333333333333,0.9365667000925235,,,,,
176,2.4943181818181817,61.10227272727273,96.11931818181819,0.7357029082000812,,,,,
67,0.43283582089552236,66.59701492537313,107.34328358208955,0.4970173510977993,,,,,
56,0.6071428571428571,75.57142857142857,83.07142857142857,0.8058049714862067,,,,,
35,0.37142857142857144,83.91428571428571,102.22857142857143,0.7795420975507407,,,,,
45,0.3333333333333333,98.06666666666666,100.31111111111112,0.652132249681425,,,,,
93,1.096774193548387,98.65591397849462,78.20430107526882,0.8440771287297056,,,,,
118,2.983050847457627,24.02542372881356,106.61016949152543,0.8568685742589036,,,,,
60,2.6666666666666665,87.18333333333334,119.18333333333334,0.9814460520113596,,,,,
134,4.477611940298507,83.88059701492537,56.276119402985074,0.8418310123213685,,,,,
101,4.415841584158416,82.42574257425743,74.20792079207921,0.8237660600901543,,,,,
32,4.125,98.0625,119.4375,0.9709986698494799,,,,,
99,5.545454545454546,25.333333333333332,116.07070707070707,0.8883278823494455,,,,,
104,6.278846153846154,101.10576923076923,48.40384615384615,0.882542446431648,,,,,
117,7.384615384615385,102.94017094017094,80.64102564102564,0.8473455540054422,,,,,
77,7.662337662337662,38.493506493506494,114.07792207792208,0.8841184961355254,,,,,
188,12.77659574468085,56.15425531914894,116.4627659574468,0.7493904210121366,,,,,
143,8.965034965034965,68.04895104895105,84.32867132867133,0.8114059929757047,,,,,
81,7.37037037037037,71.91358024691358,97.51851851851852,0.9032881356932468,,,,,
80,7.5,92.4,110.475,0.8691906037688771,,,,,
162,8.148148148148149,101.44444444444444,96.50617283950618,0.7716015728433534,,,,,
80,8.6375,95.0625,99.45,0.9179426624088433,,,,,
54,9.833333333333334,21.35185185185185,98.01851851851852,0.9384790740821287,,,,,
115,10.0,47.391304347826086,80.87826086956522,0.8697090258482556,,,,,
71,9.169014084507042,57.46478873239437,82.32394366197182,0.880654584525121,,,,,
152,10.118421052631579,57.2828947368421,97.54605263157895,0.7537091957865613,,,,,
101,10.346534653465346,30.019801980198018,116.85148514851485,0.8769729822978674,,,,,
124,11.298387096774194,80.05645161290323,88.66935483870968,0.8399270380978135,,,,,
143,10.874125874125873,84.06993006993007,69.25874125874125,0.6435176190838303,,,,,
93,12.838709677419354,63.13978494623656,110.03225806451613,0.8018755185144134,,,,,
60,12.716666666666667,72.61666666666666,78.9,0.9066201170654545,,,,,
141,13.936170212765957,91.60283687943263,83.51773049645391,0.7774407199847083,,,,,
49,12.428571428571429,88.9795918367347,103.79591836734694,0.8759694326252319,,,,,
241,14.506224066390041,106.2240663900415,82.73858921161826,0.7025084052208453,,,,,
131,15.358778625954198,37.29007633587786,111.83969465648855,0.741257503568391,,,,,
170,14.552941176470588,53.10588235294118,93.62352941176471,0.7411548426875232,,,,,
